user_id,timestamp,channel,conversion,conversion_value
user_1899,2023-02-10,Organic Search,1,55
user_3339,2023-02-22,Direct,0,0
user_14183,2023-03-01,Referral,0,0
user_4376,2023-01-21,Referral,0,0
user_19885,2023-02-02,Paid Search,0,0
user_932,2023-01-18,Paid Search,0,0
user_12925,2023-01-31,Email,0,0
user_9930,2023-01-03,Direct,0,0
user_15592,2023-01-24,Referral,0,0
user_11173,2023-02-16,Email,1,75
user_17023,2023-01-27,Paid Search,0,0
user_19969,2023-01-26,Email,0,0
user_2361,2023-02-02,Organic Search,0,0
user_2337,2023-02-23,Direct,0,0
user_11516,2023-01-29,Social Media,0,0
user_13132,2023-01-26,Social Media,0,0
user_11349,2023-01-25,Email,0,0
user_10043,2023-03-01,Direct,0,0
user_14367,2023-02-26,Paid Search,0,0
user_12107,2023-01-20,Paid Search,0,0
user_8897,2023-02-15,Referral,0,0
user_12420,2023-01-12,Referral,0,0
user_6016,2023-01-15,Email,0,0
user_10630,2023-01-02,Organic Search,0,0
user_3292,2023-01-22,Paid Search,0,0
user_12338,2023-02-27,Email,0,0
user_19049,2023-01-22,Direct,0,0
user_5314,2023-01-22,Organic Search,0,0
user_16071,2023-02-11,Email,0,0
user_10043,2023-02-23,Referral,0,0
user_12005,2023-02-06,Organic Search,0,0
user_12132,2023-02-22,Referral,0,0
user_5810,2023-02-13,Organic Search,0,0
user_7768,2023-01-04,Referral,0,0
user_1267,2023-02-01,Paid Search,0,0
user_4916,2023-02-16,Direct,0,0
user_12785,2023-02-09,Email,0,0
user_15063,2023-01-13,Organic Search,1,39
user_9204,2023-01-19,Direct,0,0
user_10981,2023-01-19,Paid Search,0,0
user_1778,2023-02-24,Paid Search,0,0
user_17550,2023-01-26,Referral,1,32
user_3541,2023-01-09,Social Media,0,0
user_15330,2023-01-01,Paid Search,0,0
user_17882,2023-01-01,Social Media,0,0
user_10236,2023-02-01,Paid Search,0,0
user_18534,2023-02-17,Direct,0,0
user_12050,2023-02-14,Organic Search,0,0
user_19978,2023-01-16,Email,0,0
user_13310,2023-01-05,Paid Search,0,0
user_11000,2023-02-24,Direct,0,0
user_11940,2023-01-26,Organic Search,0,0
user_11284,2023-02-06,Email,0,0
user_14088,2023-01-29,Social Media,0,0
user_12358,2023-01-05,Referral,0,0
user_558,2023-01-30,Paid Search,0,0
user_9178,2023-02-21,Social Media,0,0
user_9039,2023-01-16,Organic Search,0,0
user_10292,2023-02-17,Organic Search,0,0
user_17585,2023-02-05,Email,0,0
user_7047,2023-01-30,Social Media,0,0
user_5961,2023-02-27,Paid Search,0,0
user_11526,2023-01-05,Organic Search,0,0
user_14488,2023-02-21,Referral,0,0
user_2564,2023-02-27,Organic Search,1,10
user_16732,2023-02-25,Paid Search,0,0
user_9976,2023-01-04,Social Media,0,0
user_13852,2023-01-16,Paid Search,0,0
user_15834,2023-02-18,Direct,0,0
user_4486,2023-02-01,Organic Search,1,33
user_16875,2023-01-12,Paid Search,0,0
user_8558,2023-03-01,Referral,0,0
user_17086,2023-02-20,Email,0,0
user_15121,2023-01-12,Email,0,0
user_17244,2023-02-02,Referral,0,0
user_7748,2023-02-12,Paid Search,0,0
user_17761,2023-01-13,Social Media,0,0
user_16814,2023-02-15,Paid Search,0,0
user_9893,2023-02-20,Organic Search,0,0
user_3376,2023-01-23,Email,0,0
user_453,2023-01-08,Organic Search,0,0
user_1872,2023-01-10,Direct,0,0
user_4590,2023-02-03,Email,0,0
user_5397,2023-01-07,Direct,0,0
user_17895,2023-02-22,Direct,0,0
user_4942,2023-01-11,Organic Search,0,0
user_13018,2023-02-05,Referral,0,0
user_14884,2023-02-26,Referral,0,0
user_6745,2023-02-06,Email,0,0
user_17702,2023-02-04,Social Media,1,45
user_1860,2023-01-18,Email,0,0
user_8996,2023-02-01,Paid Search,0,0
user_2216,2023-02-01,Organic Search,0,0
user_9680,2023-02-18,Email,0,0
user_8464,2023-01-23,Social Media,0,0
user_16173,2023-02-10,Referral,0,0
user_5835,2023-02-18,Direct,0,0
user_14366,2023-02-17,Referral,0,0
user_11606,2023-01-13,Email,0,0
user_9858,2023-02-18,Social Media,0,0
user_11849,2023-02-10,Referral,0,0
user_7206,2023-01-09,Paid Search,0,0
user_12417,2023-01-14,Social Media,0,0
user_19820,2023-02-21,Organic Search,0,0
user_2052,2023-02-16,Paid Search,0,0
user_18882,2023-01-05,Social Media,0,0
user_10853,2023-01-25,Referral,0,0
user_13252,2023-01-21,Direct,0,0
user_11351,2023-01-23,Organic Search,0,0
user_15181,2023-02-08,Email,0,0
user_17260,2023-02-11,Paid Search,1,23
user_15527,2023-01-31,Referral,0,0
user_14954,2023-02-04,Organic Search,0,0
user_14099,2023-02-12,Referral,0,0
user_18157,2023-02-16,Social Media,0,0
user_3014,2023-01-10,Referral,0,0
user_2977,2023-01-17,Direct,0,0
user_18906,2023-01-07,Paid Search,0,0
user_9280,2023-02-09,Paid Search,0,0
user_3391,2023-02-19,Email,0,0
user_15837,2023-01-02,Direct,0,0
user_7567,2023-02-06,Social Media,0,0
user_17061,2023-01-08,Email,0,0
user_3004,2023-01-01,Referral,0,0
user_4246,2023-01-17,Direct,1,98
user_6564,2023-02-14,Social Media,0,0
user_15344,2023-01-06,Direct,0,0
user_13123,2023-01-19,Organic Search,0,0
user_5162,2023-02-23,Organic Search,0,0
user_4263,2023-01-10,Paid Search,1,48
user_16666,2023-01-03,Direct,0,0
user_7895,2023-02-19,Organic Search,0,0
user_368,2023-02-27,Referral,0,0
user_10708,2023-01-08,Referral,0,0
user_9914,2023-02-10,Paid Search,0,0
user_15068,2023-01-03,Social Media,0,0
user_6481,2023-02-26,Paid Search,0,0
user_15894,2023-02-18,Social Media,0,0
user_13446,2023-02-02,Organic Search,0,0
user_18219,2023-01-06,Email,0,0
user_606,2023-02-14,Paid Search,1,70
user_19808,2023-02-16,Referral,0,0
user_11255,2023-02-23,Organic Search,1,45
user_8865,2023-02-04,Email,0,0
user_6345,2023-02-26,Referral,0,0
user_3061,2023-02-10,Referral,0,0
user_4592,2023-01-15,Paid Search,0,0
user_19842,2023-02-22,Social Media,0,0
user_1380,2023-01-03,Paid Search,1,66
user_3095,2023-01-11,Social Media,0,0
user_4328,2023-02-01,Direct,0,0
user_15634,2023-02-07,Social Media,0,0
user_14816,2023-01-28,Email,0,0
user_408,2023-02-27,Direct,0,0
user_18735,2023-01-26,Paid Search,0,0
user_7352,2023-03-01,Paid Search,0,0
user_2074,2023-01-28,Email,0,0
user_12057,2023-02-05,Direct,1,72
user_19145,2023-01-17,Social Media,0,0
user_3111,2023-02-22,Social Media,0,0
user_12008,2023-01-28,Social Media,0,0
user_19271,2023-01-13,Direct,1,15
user_3414,2023-01-18,Organic Search,0,0
user_4810,2023-01-05,Social Media,0,0
user_1215,2023-01-02,Organic Search,0,0
user_17148,2023-01-30,Direct,0,0
user_13528,2023-02-14,Direct,0,0
user_17680,2023-02-25,Organic Search,0,0
user_9467,2023-01-01,Email,0,0
user_2374,2023-02-16,Direct,0,0
user_16762,2023-01-21,Email,0,0
user_19330,2023-01-25,Paid Search,1,36
user_11102,2023-02-18,Paid Search,0,0
user_10135,2023-02-03,Organic Search,0,0
user_10012,2023-01-01,Referral,0,0
user_3349,2023-02-24,Paid Search,0,0
user_2331,2023-01-17,Email,0,0
user_880,2023-01-05,Email,1,62
user_18783,2023-01-23,Email,0,0
user_16779,2023-02-06,Social Media,0,0
user_4229,2023-01-19,Organic Search,0,0
user_9865,2023-01-14,Email,0,0
user_19551,2023-01-01,Paid Search,1,86
user_12120,2023-01-04,Organic Search,0,0
user_10388,2023-02-18,Organic Search,0,0
user_9359,2023-02-03,Social Media,0,0
user_5728,2023-01-08,Social Media,0,0
user_11194,2023-02-27,Email,0,0
user_6174,2023-02-23,Organic Search,0,0
user_2085,2023-02-19,Referral,0,0
user_14125,2023-02-23,Email,1,66
user_3575,2023-01-17,Referral,0,0
user_3036,2023-02-16,Organic Search,0,0
user_19578,2023-02-06,Direct,0,0
user_7825,2023-01-02,Organic Search,0,0
user_18657,2023-02-08,Social Media,0,0
user_8275,2023-03-01,Email,1,59
user_3096,2023-02-03,Social Media,0,0
user_10422,2023-01-15,Direct,0,0
user_4147,2023-02-03,Referral,0,0
user_16262,2023-02-07,Email,0,0
user_19850,2023-01-15,Social Media,0,0
user_6757,2023-02-24,Referral,0,0
user_4613,2023-01-17,Organic Search,1,13
user_19819,2023-01-10,Organic Search,1,83
user_6423,2023-01-17,Referral,0,0
user_5018,2023-01-24,Paid Search,0,0
user_3954,2023-01-06,Direct,0,0
user_9221,2023-01-13,Referral,0,0
user_5174,2023-02-12,Direct,0,0
user_12573,2023-02-20,Email,0,0
user_10219,2023-01-23,Social Media,0,0
user_18050,2023-01-31,Direct,0,0
user_18867,2023-01-16,Social Media,0,0
user_11564,2023-02-09,Paid Search,0,0
user_14193,2023-01-25,Email,0,0
user_4671,2023-01-03,Referral,0,0
user_18179,2023-02-01,Social Media,0,0
user_5618,2023-02-27,Email,0,0
user_12655,2023-01-21,Paid Search,0,0
user_9831,2023-01-28,Paid Search,0,0
user_778,2023-01-22,Referral,0,0
user_4753,2023-01-01,Direct,0,0
user_7792,2023-01-12,Paid Search,0,0
user_12355,2023-02-03,Referral,0,0
user_4554,2023-01-26,Social Media,0,0
user_1747,2023-01-09,Social Media,0,0
user_8352,2023-02-16,Email,0,0
user_7904,2023-02-16,Direct,0,0
user_10052,2023-02-12,Email,1,70
user_17469,2023-01-17,Paid Search,0,0
user_15874,2023-01-01,Social Media,0,0
user_10645,2023-02-04,Paid Search,0,0
user_16249,2023-01-15,Social Media,0,0
user_1469,2023-02-25,Referral,0,0
user_9859,2023-01-26,Direct,0,0
user_4176,2023-01-14,Organic Search,0,0
user_2526,2023-02-14,Social Media,0,0
user_13406,2023-02-28,Organic Search,0,0
user_12940,2023-01-07,Organic Search,0,0
user_24,2023-01-23,Organic Search,0,0
user_1847,2023-02-16,Direct,0,0
user_17785,2023-01-18,Email,0,0
user_16842,2023-02-04,Organic Search,0,0
user_5652,2023-01-25,Organic Search,0,0
user_5275,2023-01-28,Email,0,0
user_14610,2023-02-26,Email,0,0
user_11405,2023-01-22,Direct,0,0
user_6911,2023-02-13,Direct,0,0
user_1352,2023-01-13,Organic Search,0,0
user_10599,2023-01-04,Social Media,0,0
user_6778,2023-02-10,Organic Search,0,0
user_3309,2023-02-16,Social Media,0,0
user_8617,2023-01-22,Email,0,0
user_2811,2023-01-08,Referral,0,0
user_12791,2023-02-13,Direct,0,0
user_17373,2023-02-10,Referral,0,0
user_14293,2023-02-21,Social Media,0,0
user_13699,2023-02-03,Organic Search,0,0
user_662,2023-02-28,Referral,1,42
user_13545,2023-02-22,Social Media,0,0
user_12122,2023-01-06,Paid Search,0,0
user_7828,2023-02-17,Referral,0,0
user_766,2023-01-11,Paid Search,0,0
user_1180,2023-01-30,Email,0,0
user_16809,2023-02-24,Email,0,0
user_2721,2023-01-03,Email,0,0
user_2317,2023-02-09,Paid Search,0,0
user_16999,2023-01-24,Direct,0,0
user_5434,2023-01-02,Email,0,0
user_17120,2023-01-11,Social Media,0,0
user_5318,2023-01-06,Social Media,1,60
user_1260,2023-02-26,Social Media,0,0
user_4727,2023-01-11,Organic Search,0,0
user_9473,2023-02-20,Paid Search,0,0
user_6128,2023-01-05,Email,0,0
user_7292,2023-02-23,Referral,0,0
user_1932,2023-01-20,Referral,0,0
user_19668,2023-02-18,Referral,0,0
user_55,2023-01-01,Referral,0,0
user_11129,2023-02-07,Direct,0,0
user_10719,2023-01-11,Organic Search,1,86
user_14977,2023-02-12,Organic Search,0,0
user_6645,2023-01-06,Email,0,0
user_12654,2023-01-10,Organic Search,0,0
user_2067,2023-01-10,Paid Search,1,22
user_3126,2023-02-09,Paid Search,0,0
user_3189,2023-01-01,Organic Search,0,0
user_6807,2023-01-09,Paid Search,0,0
user_9203,2023-01-11,Organic Search,0,0
user_4061,2023-02-07,Paid Search,0,0
user_12618,2023-01-30,Email,0,0
user_3600,2023-01-05,Email,0,0
user_4822,2023-02-13,Referral,0,0
user_4731,2023-02-22,Paid Search,0,0
user_3403,2023-01-09,Direct,0,0
user_8694,2023-02-04,Referral,0,0
user_1924,2023-02-09,Email,0,0
user_10278,2023-03-01,Paid Search,0,0
user_3943,2023-01-08,Organic Search,0,0
user_16791,2023-02-06,Paid Search,0,0
user_14163,2023-01-30,Organic Search,0,0
user_3199,2023-02-06,Paid Search,0,0
user_2993,2023-02-28,Email,0,0
user_4142,2023-01-04,Organic Search,0,0
user_7123,2023-02-11,Direct,0,0
user_103,2023-02-09,Direct,0,0
user_14360,2023-02-09,Referral,0,0
user_1364,2023-02-20,Direct,0,0
user_18874,2023-02-02,Paid Search,0,0
user_6480,2023-01-15,Referral,0,0
user_18279,2023-01-17,Direct,0,0
user_10871,2023-02-24,Direct,0,0
user_9835,2023-02-22,Organic Search,1,60
user_17927,2023-02-08,Direct,0,0
user_4067,2023-01-06,Paid Search,0,0
user_6194,2023-02-20,Direct,0,0
user_3045,2023-02-21,Social Media,0,0
user_15302,2023-01-29,Organic Search,0,0
user_950,2023-01-30,Direct,0,0
user_13241,2023-02-05,Direct,1,66
user_13742,2023-02-02,Paid Search,0,0
user_11291,2023-01-27,Social Media,0,0
user_7755,2023-01-04,Social Media,0,0
user_1314,2023-01-10,Social Media,0,0
user_18671,2023-01-10,Paid Search,0,0
user_16097,2023-02-07,Direct,0,0
user_3626,2023-02-16,Email,0,0
user_940,2023-01-24,Referral,0,0
user_4016,2023-01-15,Email,0,0
user_19422,2023-01-05,Referral,0,0
user_11608,2023-01-04,Social Media,0,0
user_13792,2023-01-02,Direct,0,0
user_8342,2023-02-20,Referral,0,0
user_4950,2023-02-05,Organic Search,0,0
user_4806,2023-01-27,Direct,0,0
user_7642,2023-01-11,Email,1,47
user_17116,2023-01-06,Email,0,0
user_12224,2023-02-16,Direct,0,0
user_17389,2023-02-12,Organic Search,0,0
user_4160,2023-01-13,Paid Search,0,0
user_815,2023-01-18,Direct,0,0
user_13783,2023-02-16,Direct,0,0
user_5029,2023-02-12,Direct,1,77
user_4541,2023-01-05,Social Media,1,81
user_11747,2023-02-11,Paid Search,0,0
user_2931,2023-01-31,Organic Search,0,0
user_10596,2023-02-23,Paid Search,0,0
user_2119,2023-01-14,Organic Search,1,95
user_11451,2023-01-11,Paid Search,0,0
user_15802,2023-02-15,Organic Search,0,0
user_8169,2023-01-26,Direct,0,0
user_2866,2023-02-23,Referral,0,0
user_8490,2023-01-01,Referral,0,0
user_1291,2023-02-24,Referral,0,0
user_1552,2023-01-15,Direct,0,0
user_16559,2023-01-09,Direct,0,0
user_3296,2023-01-10,Paid Search,0,0
user_19640,2023-02-22,Referral,0,0
user_5343,2023-02-04,Organic Search,0,0
user_7246,2023-01-25,Paid Search,0,0
user_5263,2023-02-07,Referral,0,0
user_17603,2023-01-18,Paid Search,0,0
user_17523,2023-01-27,Referral,0,0
user_13521,2023-02-12,Email,0,0
user_14910,2023-02-28,Email,0,0
user_11462,2023-01-24,Referral,0,0
user_19648,2023-02-21,Email,0,0
user_19645,2023-01-24,Referral,0,0
user_3963,2023-01-29,Direct,0,0
user_941,2023-01-22,Email,0,0
user_6198,2023-02-19,Referral,0,0
user_4669,2023-01-07,Referral,1,58
user_15071,2023-01-20,Organic Search,0,0
user_6148,2023-01-28,Paid Search,0,0
user_6004,2023-02-09,Email,0,0
user_12906,2023-01-01,Referral,0,0
user_15083,2023-01-30,Paid Search,0,0
user_9121,2023-02-28,Organic Search,0,0
user_13656,2023-02-01,Social Media,0,0
user_973,2023-02-18,Direct,0,0
user_8773,2023-01-30,Paid Search,0,0
user_13335,2023-01-19,Email,0,0
user_7552,2023-01-14,Direct,0,0
user_9645,2023-02-19,Direct,0,0
user_10419,2023-01-28,Organic Search,0,0
user_1392,2023-01-30,Organic Search,0,0
user_1617,2023-01-04,Paid Search,0,0
user_8318,2023-01-29,Direct,0,0
user_685,2023-01-03,Paid Search,0,0
user_17483,2023-01-10,Organic Search,0,0
user_5963,2023-02-03,Organic Search,0,0
user_8135,2023-01-23,Social Media,1,41
user_15525,2023-02-19,Organic Search,0,0
user_491,2023-01-08,Paid Search,0,0
user_9448,2023-02-24,Paid Search,0,0
user_1661,2023-01-23,Referral,0,0
user_775,2023-01-08,Organic Search,0,0
user_14475,2023-02-16,Paid Search,0,0
user_5227,2023-02-20,Paid Search,0,0
user_14128,2023-02-16,Social Media,0,0
user_4713,2023-02-04,Email,0,0
user_5139,2023-01-14,Paid Search,0,0
user_12461,2023-02-15,Organic Search,0,0
user_9470,2023-01-04,Referral,1,63
user_6383,2023-01-21,Referral,0,0
user_14021,2023-02-24,Organic Search,0,0
user_8542,2023-01-07,Referral,0,0
user_18302,2023-02-02,Email,0,0
user_10819,2023-01-19,Paid Search,0,0
user_3458,2023-01-19,Paid Search,0,0
user_19242,2023-03-01,Direct,0,0
user_17725,2023-01-01,Email,0,0
user_6223,2023-01-20,Organic Search,0,0
user_7074,2023-01-02,Paid Search,0,0
user_10107,2023-02-24,Referral,0,0
user_1777,2023-01-05,Email,0,0
user_78,2023-01-30,Direct,0,0
user_9600,2023-02-22,Organic Search,0,0
user_18263,2023-02-21,Organic Search,1,33
user_18413,2023-01-17,Direct,0,0
user_7609,2023-02-25,Email,1,96
user_827,2023-02-01,Social Media,0,0
user_3836,2023-02-20,Direct,0,0
user_4591,2023-01-09,Email,0,0
user_485,2023-02-14,Email,0,0
user_17365,2023-01-09,Paid Search,0,0
user_3040,2023-02-12,Direct,0,0
user_9627,2023-01-26,Paid Search,0,0
user_16883,2023-02-14,Organic Search,0,0
user_3987,2023-02-06,Social Media,0,0
user_5387,2023-01-18,Organic Search,0,0
user_6380,2023-02-11,Social Media,0,0
user_18038,2023-02-07,Social Media,0,0
user_6475,2023-02-06,Email,0,0
user_12250,2023-02-27,Paid Search,0,0
user_14309,2023-02-22,Referral,0,0
user_3511,2023-01-21,Referral,0,0
user_10137,2023-01-31,Referral,0,0
user_4620,2023-02-09,Email,0,0
user_5352,2023-02-14,Organic Search,0,0
user_15127,2023-01-07,Direct,0,0
user_19883,2023-01-17,Referral,0,0
user_11449,2023-01-28,Email,0,0
user_7974,2023-02-15,Social Media,0,0
user_342,2023-03-01,Direct,1,74
user_1437,2023-02-20,Paid Search,0,0
user_19731,2023-02-20,Paid Search,0,0
user_10292,2023-01-21,Paid Search,0,0
user_1046,2023-01-11,Email,0,0
user_487,2023-02-18,Referral,0,0
user_1344,2023-02-09,Email,0,0
user_6149,2023-02-03,Social Media,0,0
user_11706,2023-01-24,Organic Search,1,78
user_15036,2023-02-25,Social Media,0,0
user_12768,2023-02-05,Paid Search,0,0
user_6233,2023-01-19,Organic Search,0,0
user_3293,2023-02-12,Social Media,0,0
user_15533,2023-02-28,Direct,0,0
user_4721,2023-02-03,Direct,0,0
user_5992,2023-01-02,Email,0,0
user_18806,2023-01-09,Social Media,0,0
user_12095,2023-01-01,Paid Search,0,0
user_1916,2023-02-12,Paid Search,0,0
user_1909,2023-01-25,Paid Search,0,0
user_18517,2023-01-03,Social Media,0,0
user_16145,2023-02-13,Email,0,0
user_5108,2023-01-30,Social Media,0,0
user_3549,2023-01-12,Email,0,0
user_10896,2023-02-13,Social Media,0,0
user_18027,2023-02-18,Direct,0,0
user_15672,2023-01-10,Email,0,0
user_14058,2023-02-18,Direct,0,0
user_9866,2023-01-16,Referral,0,0
user_16158,2023-01-08,Direct,0,0
user_7464,2023-01-17,Direct,0,0
user_9849,2023-02-23,Organic Search,0,0
user_3945,2023-01-08,Email,0,0
user_441,2023-01-25,Organic Search,0,0
user_8043,2023-02-28,Email,1,35
user_16389,2023-02-16,Social Media,0,0
user_10015,2023-01-16,Organic Search,1,32
user_2301,2023-01-26,Organic Search,0,0
user_10279,2023-02-27,Organic Search,0,0
user_1790,2023-01-15,Referral,0,0
user_15544,2023-01-09,Social Media,0,0
user_8085,2023-01-08,Direct,1,96
user_15147,2023-01-29,Referral,0,0
user_839,2023-01-30,Paid Search,0,0
user_1798,2023-02-04,Paid Search,0,0
user_16194,2023-02-11,Direct,0,0
user_9453,2023-01-14,Direct,0,0
user_12280,2023-02-04,Social Media,0,0
user_11554,2023-02-14,Organic Search,0,0
user_8242,2023-02-06,Email,0,0
user_11412,2023-01-26,Email,0,0
user_17703,2023-02-13,Direct,0,0
user_13177,2023-02-25,Email,0,0
user_6190,2023-01-29,Organic Search,0,0
user_17656,2023-01-13,Social Media,0,0
user_6626,2023-01-16,Social Media,0,0
user_13700,2023-02-13,Social Media,0,0
user_339,2023-02-24,Social Media,0,0
user_11130,2023-02-03,Paid Search,0,0
user_14183,2023-02-24,Referral,0,0
user_1219,2023-01-18,Email,1,48
user_5992,2023-02-15,Social Media,0,0
user_7117,2023-02-18,Direct,0,0
user_11301,2023-02-22,Paid Search,0,0
user_6649,2023-01-16,Social Media,0,0
user_8306,2023-02-16,Organic Search,0,0
user_251,2023-01-30,Organic Search,0,0
user_5515,2023-02-08,Direct,0,0
user_5057,2023-01-01,Social Media,0,0
user_12829,2023-01-03,Social Media,0,0
user_4303,2023-02-25,Referral,0,0
user_2901,2023-01-04,Direct,0,0
user_11338,2023-02-06,Social Media,0,0
user_16996,2023-01-01,Direct,1,88
user_15853,2023-01-09,Email,0,0
user_5895,2023-02-26,Social Media,0,0
user_3717,2023-01-12,Social Media,1,46
user_4198,2023-02-06,Social Media,0,0
user_14304,2023-01-06,Direct,1,72
